Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
Staff Intranet,prod,"frit-gnsd-staff-intranet.dev.umn.edu, frit-gnsd-staff-intranet.stg.umn.edu",ejshort,frit-gnsd-staff-intranet.umn.edu,CLA - College of Liberal Arts,
Wearables Research Collaboratory,"test, prod","wrcollab.umn.edu, etrc.stg.umn.edu, etrc.dev.umn.edu, etrc.dl9.umn.edu",ahduin,etrc.umn.edu,CLA - College of Liberal Arts,
Graduate Program in Cognitive Science,prod,"cogsciphd-dl9.dev.umn.edu, cogsciphd-dl9.stg.umn.edu, www.cogsciphd.umn.edu, cogsciphd.dl9.umn.edu",pato0006,cogsciphd.umn.edu,CLA - College of Liberal Arts,
Pediatric Mental Health Education,prod,"pedsmentalhealtheducation.dev.umn.edu, pedsmentalhealtheducation.stg.umn.edu",smoeller,pedsmentalhealtheducation.umn.edu,CLA - College of Liberal Arts,
Agile Writing Project,"test, prod","agilewriting.stg.umn.edu, agilewriting.dev.umn.edu, agilewriting.dl9.umn.edu",moses004,agilewriting.umn.edu,CLA - College of Liberal Arts,
GNSD Intranet,prod,"gnsd-intranet.dev.umn.edu, gnsd-intranet.stg.umn.edu",ejshort,gnsd-intranet.umn.edu,CLA - College of Liberal Arts,
frit-intranet.umn.edu,prod,"frit-intranet.dev.umn.edu, frit-intranet.stg.umn.edu",ejshort,frit-intranet.umn.edu,CLA - College of Liberal Arts,
FRIT-GNSD-HUB-INTRANET,prod,"frit-gnsd-hub-intranet.dev.umn.edu, frit-gnsd-hub-intranet.stg.umn.edu",ejshort,frit-gnsd-hub-intranet.umn.edu,CLA - College of Liberal Arts,
Networks and Policy Workshop,"dev, test, prod","networks.stg.umn.edu, networks.dev.umn.edu, networks.dl9.umn.edu",msw,networks.umn.edu,CLA - College of Liberal Arts,
WRIT 3671 / EHI - Green Guys,"test, prod","ehi-gg.stg.umn.edu, ehi-gg.dev.umn.edu, ehi-gg.dl9.umn.edu",lapey002,ehi-gg.umn.edu,CLA - College of Liberal Arts,
State of Our Satirical Union,"test, prod","stateofoursatiricalunion.stg.umn.edu, stateofoursatiricalunion.dev.umn.edu, stateofoursatiricalunion.dl9.umn.edu","hargr003, sdierks, silha",stateofoursatiricalunion.umn.edu,CLA - College of Liberal Arts,
WRIT 3671 / EHI - VR Gals,"test, prod","ehi-vrg.stg.umn.edu, ehi-vrg.dev.umn.edu, ehi-vrg.dl9.umn.edu",lapey002,ehi-vrg.umn.edu,CLA - College of Liberal Arts,
U of M Maker Spaces,"dev, test, prod","makerspace.stg.umn.edu, makerspace.dev.umn.edu, makerspace.dl9.umn.edu",hase,makerspace.umn.edu,CLA - College of Liberal Arts,
LATIS Sandbox,"dev, test, prod","latis.stg.umn.edu, latis.dev.umn.edu, latis.dl9.umn.edu",dolsen,dlsandbox.latis.umn.edu,CLA - College of Liberal Arts,
Sensory Aid and Perception Lab,"test, prod","splice.stg.umn.edu, splice.dev.umn.edu, splice.dl9.umn.edu",venn,splice.umn.edu,CLA - College of Liberal Arts,
Colloquium on Innovative World Language Pedagogies,prod,"wlpcolloquium.dev.umn.edu, wlpcolloquium.stg.umn.edu",kvanpee,wlpcolloquium.umn.edu,CLA - College of Liberal Arts,
HSJMC Drupal Lite Demo,prod,"hsjmcdemo.dev.umn.edu, hsjmcdemo.stg.umn.edu",dallm082,hsjmcdemo.umn.edu,CLA - College of Liberal Arts,
REP Information,prod,"rep-info.dev.umn.edu, rep-info.stg.umn.edu",smoeller,rep-info.umn.edu,CLA - College of Liberal Arts,
Anthropological Genetics Laboratories at UMN,prod,"anthgen-lab.dev.umn.edu, anthgen-lab.stg.umn.edu",mnievesc,anthgen-lab.umn.edu,CLA - College of Liberal Arts,
Sentience,prod,"sentience-psych.dev.umn.edu, sentience-psych.stg.umn.edu",smoeller,sentience.psych.umn.edu,CLA - College of Liberal Arts,
Gender & Travel Study,prod,"gts.dev.umn.edu, gts.stg.umn.edu","yingsong, zhan6322",gts.umn.edu,CLA - College of Liberal Arts,
LATIS Learning,prod,"latislearning.dev.umn.edu, latislearning.stg.umn.edu",ronn0044,latislearning.umn.edu,CLA - College of Liberal Arts,
mwp.umn.edu,prod,"mwp.dev.umn.edu, mwp.stg.umn.edu, mwp.dl9.umn.edu",jkt,mwp.umn.edu,CLA - College of Liberal Arts,
writing.umn.edu,prod,"writing.dev.umn.edu, writing.stg.umn.edu, writing.dl9.umn.edu",jkt,writing.umn.edu,CLA - College of Liberal Arts,
Kuncel Lab,prod,"kuncel-psych.dl9.umn.edu, kuncel-psych.dev.umn.edu, kuncel-psych.stg.umn.edu",smoeller,kuncel.psych.umn.edu,CLA - College of Liberal Arts,
XYZ Lab,"dev, test, prod","xyzlab.stg.umn.edu, xyzlab.dev.umn.edu, xyzlab.dl9.umn.edu",schwa966,xyzlab.umn.edu,CLA - College of Liberal Arts,
UMN Drumline,"dev, test, prod","drumline.stg.umn.edu, drumline.dev.umn.edu, drumline.dl9.umn.edu, drumline.umn.edu",limax003,drumline.umn.edu,CLA - College of Liberal Arts,
NSF NRT Graduate Training Program in Sensory Science,prod,"nrt-catss.dev.umn.edu, nrt-catss.stg.umn.edu",smoeller,nrt.catss.umn.edu,CLA - College of Liberal Arts,
Gyabak Portfolio,prod,"gyabakportfolio.dev.umn.edu, gyabakportfolio.stg.umn.edu",khendum,gyabakportfolio.umn.edu,CLA - College of Liberal Arts,
Theatre Arts and Dance Intranet,"test, prod","intranet-theatre.stg.umn.edu, intranet-theatre.dev.umn.edu, intranet-theatre.dl9.umn.edu","volkm003, huxx0071",intranet.theatre.umn.edu,CLA - College of Liberal Arts,
TandemPlus,"test, prod","tandemplus.stg.umn.edu, tandemplus.dev.umn.edu, tandemplus.dl9.umn.edu","prest211, sisom008",tandemplus.umn.edu,CLA - College of Liberal Arts,
Collaboratory,"test, prod","collaboratory.dev.umn.edu, collaboratory.stg.umn.edu","soneson, carri093",collaboratory.umn.edu,CLA - College of Liberal Arts,
Ascan,"test, prod","ascan.stg.umn.edu, ascan.dev.umn.edu, ascan.dl8.umn.edu",koern011,ascan.umn.edu,CLA - College of Liberal Arts,
Asian Languages & Literatures Summer Program,"test, prod","amesummerprogram.stg.umn.edu, amesummerprogram.dev.umn.edu, amesummerprogram.dl8.umn.edu",kvanpee,amesummerprogram.umn.edu,CLA - College of Liberal Arts,
Ivory Tower,"test, prod","thetower.dl8.umn.edu, thetower.stg.umn.edu, thetower.dev.umn.edu, tower.umn.edu, www.ivory-tower.umn.edu, ivory-tower.umn.edu",cihla002,thetower.umn.edu,CLA - College of Liberal Arts,
UMN Racial Justice Resources,prod,"umnrjr.dev.umn.edu, umnrjr.stg.umn.edu",pikex063,umnrjr.umn.edu,CLA - College of Liberal Arts,
ceramics.umn.edu,prod,"ceramics.dev.umn.edu, ceramics.stg.umn.edu",roth0292,ceramics.umn.edu,CLA - College of Liberal Arts,
MCAL (Minnesota Computational Advertising Laboratory),prod,"mcal.dev.umn.edu, mcal.stg.umn.edu",kimx5125,mcal.umn.edu,CLA - College of Liberal Arts,
Qian Qin,prod,qqin.dev.umn.edu,qqin,qqin.umn.edu,CLA - College of Liberal Arts,
Houses of Worship,"dev, test, prod","housesofworship.dev.umn.edu, housesofworship.stg.umn.edu, housesofworship.dl9.umn.edu",simonw,housesofworship.umn.edu,CLA - College of Liberal Arts,
manson.umn.edu,"dev, test, prod","manson.dl8.umn.edu, manson.dev.umn.edu, manson.stg.umn.edu, manson.cla.umn.edu",manson,manson.umn.edu,CLA - College of Liberal Arts,
Geographic Information Science,"dev, test, prod","gis.dev.umn.edu, gis.stg.umn.edu, gis.dl8.umn.edu",manson,gis.umn.edu,CLA - College of Liberal Arts,
Middle East Studies Collaborative,"dev, test, prod","mideaststudies.dl8.umn.edu, mideaststudies.stg.umn.edu",kvanpee,mideaststudies.umn.edu,CLA - College of Liberal Arts,
Spatial Research,"test, prod","spatial.dev.umn.edu, spatial.stg.umn.edu, spatial.dl8.umn.edu, spatial.cla.umn.edu",manson,spatial.umn.edu,CLA - College of Liberal Arts,
The Many Faces of Reproducibility,"dev, test, prod","reproducibility.dev.umn.edu, reproducibility.stg.umn.edu, www.reproducibility.umn.edu",aclove,reproducibility.umn.edu,CLA - College of Liberal Arts,
Human Environment GIS,"dev, test, prod","hegis.dl8.umn.edu, hegis.stg.umn.edu, hegis.dev.umn.edu, www.hegis.umn.edu",manson,hegis.umn.edu,CLA - College of Liberal Arts,
Philosophy Camp,prod,philosophycamp.dl8.umn.edu,csaintx,philosophycamp.umn.edu,CLA - College of Liberal Arts,
Commencement,"dev, test, prod","commencement.dl8.umn.edu, asecommencement.umn.edu, commencement.dev.umn.edu, commencement.stg.umn.edu",jcoffman,commencement.umn.edu,CLA - College of Liberal Arts,
LATIS Video,prod,,sjk,latisvideo.umn.edu,CLA - College of Liberal Arts,
Minnesota MAP (Minorities and Philosophy),prod,"map.umn.edu, mapforthegap.umn.edu, map.dl8.umn.edu",csaintx,map.umn.edu,CLA - College of Liberal Arts,
Minnesota Ethics Bowl,"dev, test, prod","ethicsbowl.dev.umn.edu, ethicsbowl.stg.umn.edu",csaintx,ethicsbowl.umn.edu,CLA - College of Liberal Arts,
Art Checkout,prod,artcheckout.umn.edu,hase,artcheckout.umn.edu,CLA - College of Liberal Arts,
icg.umn.edu,prod,icg.umn.edu,carri093,icg.umn.edu,CLA - College of Liberal Arts,
danp.umn.edu,"test, prod","danp.dl8.umn.edu, danp.stg.umn.edu, danp.dev.umn.edu",danp,danp.umn.edu,CLA - College of Liberal Arts,
Future of Work NCA'19 Workshop,prod,futureofwork.umn.edu,msw,futureofwork.umn.edu,CLA - College of Liberal Arts,
Environmental Humanities Initiative,prod,envhum.dl8.umn.edu,"danp, mill7447, helge407, bran0487",envhum.umn.edu,CLA - College of Liberal Arts,
Digital Service Bureau,prod,dsb.umn.edu,choudek,dsb.umn.edu,CLA - College of Liberal Arts,
hellman.dl.umn.edu,prod,hellman.dl8.umn.edu,grand006,hellman.dl.umn.edu,CLA - College of Liberal Arts,
Hubbard School of Journalism,"dev, test, prod","hsjmc.dev.umn.edu, hsjmc.stg.umn.edu, hsjmc.umn.edu, www.hsjmc.umn.edu, sjmc.umn.edu, www.sjmc.umn.edu, mjc.umn.edu, www.mjc.umn.edu","simonw, fret0014",hsjmc.umn.edu,CLA - College of Liberal Arts,
History of the University of Minnesota in 9 Episodes,"test, prod","hist1913.stg.umn.edu, hist1913.dev.umn.edu, hist1913.dl9.umn.edu",scrosson,hist1913.umn.edu,CLA - LATIS - Liberal Arts Tech Innovation Services,
LATIS Research,"test, prod","latisresearch.stg.umn.edu, latisresearch.dev.umn.edu, latisresearch.dl9.umn.edu",jrturbes,latisresearch.umn.edu,CLA - LATIS - Liberal Arts Tech Innovation Services,
AISOS,"test, prod","aisos.stg.umn.edu, aisos.dev.umn.edu, aisos.dl8.umn.edu",mcfa0086,aisos.umn.edu,CLA - LATIS - Liberal Arts Tech Innovation Services,
Minnesota Twin Registry,prod,"twinstudy-psych.dev.umn.edu, twinstudy-psych.stg.umn.edu, twinstudy-psych.dl9.umn.edu",smoeller,twinstudy.psych.umn.edu,CLA - PSYCH - Psychology,
NSF REU Site: Neuroimaging for Cognitive Neuroscience,"test, prod","neuroimagingreu.stg.umn.edu, neuroimagingreu.dev.umn.edu, neuroimagingreu.dl9.umn.edu",engel,neuroimagingreu.umn.edu,CLA - PSYCH - Psychology,
MNRead,prod,"mnread.dev.umn.edu, mnread.stg.umn.edu",smoeller,mnread.umn.edu,CLA - PSYCH - Psychology,
Data Analytics & Visualization Lab,prod,"data-analytics-lab.dev.umn.edu, data-analytics-lab.stg.umn.edu",smoeller,data-analytics-lab.psych.umn.edu,CLA - PSYCH - Psychology,
MN Lab for Low Vision Research,"test, prod","gellab.stg.umn.edu, gellab.dev.umn.edu, gellab.dl8.umn.edu",smoeller,gellab.psych.umn.edu,CLA - PSYCH - Psychology,
Yoga Research,"test, prod","yoga.stg.umn.edu, yoga.dev.umn.edu, yoga.dl8.umn.edu","sweet006, kin",yoga.umn.edu,CLA - PSYCH - Psychology,
Stellmack Stat Site,"test, prod","stellmack.stg.umn.edu, stellmack.dev.umn.edu, stellmack.dl8.umn.edu, stellmack.psych.umn.edu",smoeller,stellmack.umn.edu,CLA - PSYCH - Psychology,
Psychology Sandbox,prod,"sandbox.psych.dl8.umn.edu, sandbox-psych.dev.umn.edu",smoeller,sandbox.psych.umn.edu,CLA - PSYCH - Psychology,
Career Counseling and Assessment Clinic,"test, prod","careercounseling.dl8.umn.edu, careercounseling.dev.umn.edu, careercounseling.stg.umn.edu, www.careercounseling.umn.edu",smoeller,careercounseling.umn.edu,CLA - PSYCH - Psychology,
OT Research,prod,"otresearch.dev.umn.edu, otresearch.stg.umn.edu",ceele001,otresearch.umn.edu,CoP - College of Pharmacy,
Cognitive Artificial Intelligence Research Lab (CAIR),"dev, test, prod","cair.dev.umn.edu, cair.stg.umn.edu",pakh0002,cair.umn.edu,CoP - College of Pharmacy,
Changquan Calvin Sun Research Lab,"test, prod","sun-lab.stg.umn.edu, sun-lab.dev.umn.edu, sun-lab.dl9.umn.edu",dlv,sun-lab.umn.edu,CoP - College of Pharmacy,
Rho Chi,"test, prod","rhochi.stg.umn.edu, rhochi.dev.umn.edu, rhochi.dl9.umn.edu","abdel244, and03772",rhochi.umn.edu,CoP - College of Pharmacy,
Personalized Medicine in Hmong Communities,"test, prod","pm-hmong.stg.umn.edu, pm-hmong.dev.umn.edu, pm-hmong.dl9.umn.edu",sunx0765,pm-hmong.umn.edu,CoP - College of Pharmacy,
Harki Research,prod,"harki.stg.umn.edu, harki.dev.umn.edu, harki.dl9.umn.edu",daharki,harki.umn.edu,CoP - College of Pharmacy,
Huang Lab,"dev, test, prod","huang-lab.stg.umn.edu, huang-lab.dev.umn.edu, huang-lab.dl9.umn.edu",rshuang,huang-lab.umn.edu,CoP - College of Pharmacy,
University of Minnesota Biennial Pharmacogenomics Conference,prod,"pgxconference.dev.umn.edu, pgxconference.stg.umn.edu, pgx2020.umn.edu",mcgo0064,pgxconference.umn.edu,CoP - College of Pharmacy,
Precision Medicine and Health Consortium,"dev, test, prod","pmhc.stg.umn.edu, pmhc.dev.umn.edu, pmhc.dl9.umn.edu",dlv,pmhc.umn.edu,CoP - College of Pharmacy,
Sury Lab Group,"test, prod","surylabgroup.pharmacy.dev.umn.edu, surylabgroup.dl8.umn.edu, surylabgroup.stg.umn.edu","tracy122, surya001",surylabgroup.pharmacy.umn.edu,CoP - College of Pharmacy,
U of M Pain Consortium,prod,pain.dl8.umn.edu,oanh,pain.umn.edu,CoP - College of Pharmacy,
Zhang Research Lab,prod,zhanglab.umn.edu,zhan1386,zhanglab.umn.edu,CoP - College of Pharmacy,
Mentoring for the Formation of Research Careers in Engineering (M-FORCE),prod,"mforce.umn.edu, mforce.stg.umn.edu, mforce.dev.umn.edu","sherm297, mforce",mforce.umn.edu,CSE,
Kapemni,prod,"kapemni.dev.umn.edu, kapemni.stg.umn.edu",alementi,kapemni.umn.edu,CSE,
CRCNS conference homepage,prod,"crcns2024.dev.umn.edu, crcns2024.stg.umn.edu","aopitz, ialeksei, berg2944",crcns2024.umn.edu,CSE,
Computational Hypersonics Research Laboratory,prod,"hypersonics.dev.umn.edu, hypersonics.stg.umn.edu","hypersonics, ribei046",hypersonics.umn.edu,CSE,
Ali Sulaiman,prod,"sulaiman.dev.umn.edu, sulaiman.stg.umn.edu",khand080,sulaiman.umn.edu,CSE,
HumanFIRST,"test, prod","humanfirst-dl9.dev.umn.edu, humanfirst-dl9.stg.umn.edu, humanfirst.dl9.umn.edu, hfsl.umn.edu, humanfirst.umn.edu, www.humanfirst.umn.edu","draho016, nlmorris",humanfirst.umn.edu,CSE,
Hydrostatic Transmission Design and Controls Lab,"test, prod","hstdcl.dev.umn.edu, hstdcl.stg.umn.edu",escob060,hstdcl.umn.edu,CSE,
Li Research Lab,"test, prod","li.dev.umn.edu, li.stg.umn.edu","lixxx099, harto013, chen6991",li.umn.edu,CSE,
Bartel Research Group,"test, prod","bartel-cems.dev.umn.edu, bartel-cems.stg.umn.edu",mcdo0486,bartel.cems.umn.edu,CSE,
Bio-Inspired Design,prod,"bioinspired-design.dev.umn.edu, bioinspired-design.stg.umn.edu","guzow001, banke107, levin666, li001448",bioinspired-design.umn.edu,CSE,
Translational Neuromodulation T32 Training Program,prod,"tntp.umn.edu, tntp.dev.umn.edu, tntp.stg.umn.edu",john5101,tntp.umn.edu,CSE,
CarrieEJennings.umn.edu,prod,"carrieejennings.umn.edu, carrieejennings.dev.umn.edu, carrieejennings.stg.umn.edu",carrie,carrieejennings.umn.edu,CSE,
Siddharth Raju's Research Group,"test, prod","raju.dev.umn.edu, raju.stg.umn.edu",rajux018,raju.umn.edu,CSE,
Diana Dalbotten,prod,"dianadalbotten.dev.umn.edu, dianadalbotten.stg.umn.edu",dianad,dianadalbotten.umn.edu,CSE,
Materials Research Society,prod,"mrs-cems.dev.umn.edu, mrs-cems.stg.umn.edu",mcdo0486,mrs.cems.umn.edu,CSE,
Provenzano Group,"test, prod","provenzanolab-dl9.dev.umn.edu, provenzanolab-dl9.stg.umn.edu, provenzanolab.dl9.umn.edu, www.provenzanolab.umn.edu",mcdo0486,provenzanolab.umn.edu,CSE,
Yoshida Research Group,"test, prod","yoshida-bme.dev.umn.edu, yoshida-bme.stg.umn.edu",mcdo0486,yoshida.bme.umn.edu,CSE,
CSE Template Demo,"test, prod","demo-csetemplate.dev.umn.edu, demo-csetemplate.stg.umn.edu","rapa0020, danguyen",demo.csetemplate.umn.edu,CSE,
Liliya L. R. Williams,"test, prod","williams.dev.umn.edu, williams.stg.umn.edu",llrw,williams.umn.edu,CSE,
Priscilla Cushman,"test, prod","cushman.dev.umn.edu, cushman.stg.umn.edu",cough052,cushman.umn.edu,CSE,
Ebtehaj Research Group,"test, prod","ebtehaj-cege.dev.umn.edu, ebtehaj-cege.stg.umn.edu",mcdo0486,ebtehaj.cege.umn.edu,CSE,
Xiong Research Group,"test, prod","xiong-cege.dev.umn.edu, xiong-cege.stg.umn.edu",mcdo0486,xiong.cege.umn.edu,CSE,
Edwards Trace Metal Isotope Geochemistry Laboratory,prod,"tmisotopelab-esci.dev.umn.edu, tmisotopelab-esci.stg.umn.edu",parme045,tmisotopelab.esci.umn.edu,CSE,
Computational Reactive Flow & Energy Lab,"test, prod","crfel.dev.umn.edu, crfel.stg.umn.edu",agarw161,crfel.umn.edu,CSE,
Levin Research Group,prod,"levin-cege.dev.umn.edu, levin-cege.stg.umn.edu",mcdo0486,levin.cege.umn.edu,CSE,
Nicola Elia Website,"test, prod","elia.dev.umn.edu, elia.stg.umn.edu",nelia,elia.umn.edu,CSE,
Drupal Lite Template for CSE sub-units,"dev, test, prod","csetemplate.dev.umn.edu, csetemplate.stg.umn.edu",rapa0020,csetemplate.umn.edu,CSE,
Twin Cities Safety Cup,prod,"tcsafetycup.dev.umn.edu, tcsafetycup.stg.umn.edu",draho016,tcsafetycup.umn.edu,CSE,
UMN Minerals,prod,"mineral-esci.dev.umn.edu, mineral-esci.stg.umn.edu, mineral-esci.dl9.umn.edu",kress004,mineral.esci.umn.edu,CSE,
Liuqing Yang,prod,"yang.dev.umn.edu, yang.stg.umn.edu",qingqing,yang.umn.edu,CSE,
Experimental Sedimentary Geology: Leftovers,"test, prod","ex-sed-esci.dev.umn.edu, ex-sed-esci.stg.umn.edu","kress004, cpaola",ex-sed.esci.umn.edu,CSE,
ME Robotics Lab,prod,"merobotics.dev.umn.edu, merobotics.stg.umn.edu",mdunst,merobotics.umn.edu,CSE,
Ocean Biogeochemistry,"test, prod","ocean-esci.dev.umn.edu, ocean-esci.stg.umn.edu",katsumi,ocean.esci.umn.edu,CSE,
Solar Energy Laboratory,"test, prod","solar.dev.umn.edu, solar.stg.umn.edu","jhd, agarw161",solar.umn.edu,CSE,
The Bruggeman Group,"test, prod","bruggeman.dev.umn.edu, bruggeman.stg.umn.edu","mdunst, agarw161, mahaj071",bruggeman.umn.edu,CSE,
Aqueous Geochemistry,prod,"aqueousgeochem.dev.umn.edu, aqueousgeochem.stg.umn.edu",wes,aqueousgeochem.esci.umn.edu,CSE,
X-ray CT Lab,prod,"xraylab-esci.dl8.umn.edu, xraylab-esci.dev.umn.edu, xraylab-esci.stg.umn.edu",birle001,xraylab.esci.umn.edu,CSE,
Fluid Mechanics Lab,prod,fluids.dev.umn.edu,xuanx004,fluids.umn.edu,CSE,
Guala Research Group,prod,"guala-cege.dev.umn.edu, guala-cege.stg.umn.edu",mcdo0486,guala.cege.umn.edu,"CSE - CEGE - Civil, Env, & Geo- Engineering",
Voller Research Group,prod,"voller-cege.dev.umn.edu, voller-cege.stg.umn.edu",mcdo0486,voller.cege.umn.edu,"CSE - CEGE - Civil, Env, & Geo- Engineering",
Gonella Research Group,"dev, test, prod","gonella-cege.dev.umn.edu, gonella-cege.stg.umn.edu",mcdo0486,gonella.cege.umn.edu,"CSE - CEGE - Civil, Env, & Geo- Engineering",
Yahya Tousi Website,"test, prod","tousi.dev.umn.edu, tousi.stg.umn.edu",ymtousi,tousi.umn.edu,"CSE - CEGE - Civil, Env, & Geo- Engineering",
Mobility Technology Laboratory,"test, prod","mobilitytech.dev.umn.edu, mobilitytech.stg.umn.edu",davis862,mobilitytech.umn.edu,"CSE - CEGE - Civil, Env, & Geo- Engineering",
Victora Research Group,prod,victora.dev.umn.edu,victo004,victora.umn.edu,"CSE - CEGE - Civil, Env, & Geo- Engineering",
Stern Research Group,prod,stern.cege.umn.edu,"cegetech, mcdo0486",stern.cege.umn.edu,"CSE - CEGE - Civil, Env, & Geo- Engineering",
Renee Frontiera Research Group,"test, prod","frontiera.stg.umn.edu, frontiera.dev.umn.edu, frontiera.dl9.umn.edu","rrf, schul132",frontiera.chem.umn.edu,CSE - CEMS - Chemical Engineering & Materials Sci,
Distefano Research Group,"dev, test, prod","distefano.stg.umn.edu, distefano.dev.umn.edu, distefano.dl9.umn.edu","diste001, schul132",distefano.chem.umn.edu,CSE - CEMS - Chemical Engineering & Materials Sci,
